locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJECMPOM_00364	CDS	735	lutR		COG2186	HTH-type transcriptional regulator LutR
JJECMPOM_00365	CDS	3546	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JJECMPOM_00366	CDS	567				hypothetical protein
JJECMPOM_00367	CDS	912		5.4.99.-	COG0564	putative RNA pseudouridine synthase
JJECMPOM_00368	CDS	534	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
JJECMPOM_00369	CDS	579			COG3599	Cell wall synthesis protein Wag31
JJECMPOM_00370	CDS	354				hypothetical protein
JJECMPOM_00371	CDS	456	sepF			Cell division protein SepF
JJECMPOM_00372	CDS	810		1.10.3.-	COG1496	Polyphenol oxidase
JJECMPOM_00373	CDS	1371	ftsZ			Cell division protein FtsZ
JJECMPOM_00374	CDS	1200	ftsQ			Cell division protein FtsQ
JJECMPOM_00375	CDS	1458	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JJECMPOM_00376	CDS	1116	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JJECMPOM_00377	CDS	1281	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
JJECMPOM_00378	CDS	1569	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
JJECMPOM_00379	CDS	1080	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JJECMPOM_00380	CDS	1401	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JJECMPOM_00381	CDS	1776	pbpB		COG0768	Penicillin-binding protein PbpB
JJECMPOM_00382	CDS	399	ftsL			Cell division protein FtsL
JJECMPOM_00383	CDS	1002	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
JJECMPOM_00384	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
JJECMPOM_00385	CDS	414				hypothetical protein
JJECMPOM_00386	CDS	1260	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
JJECMPOM_00387	CDS	858	speE	2.5.1.16		Polyamine aminopropyltransferase
JJECMPOM_00388	CDS	1689				hypothetical protein
JJECMPOM_00389	CDS	2286				hypothetical protein
JJECMPOM_00390	CDS	1263	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JJECMPOM_00391	CDS	777	nrdR			Transcriptional repressor NrdR
JJECMPOM_00392	CDS	540				hypothetical protein
JJECMPOM_00393	CDS	714	lexA	3.4.21.88	COG1974	LexA repressor
JJECMPOM_00394	CDS	2112	dinG_2	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
JJECMPOM_00395	CDS	1560	hflX			GTPase HflX
JJECMPOM_00396	CDS	618	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
JJECMPOM_00397	CDS	993	dapF	5.1.1.7		Diaminopimelate epimerase
JJECMPOM_00398	CDS	705				hypothetical protein
JJECMPOM_00399	CDS	1257	hipA_1	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
JJECMPOM_00400	CDS	228				hypothetical protein
JJECMPOM_00401	CDS	1062	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JJECMPOM_00402	CDS	1533	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JJECMPOM_00403	CDS	552	cinA			Putative competence-damage inducible protein
JJECMPOM_00404	CDS	729	recX			Regulatory protein RecX
JJECMPOM_00405	CDS	1089	recA		COG0468	Protein RecA
JJECMPOM_00406	CDS	261				hypothetical protein
JJECMPOM_00407	CDS	342				hypothetical protein
JJECMPOM_00408	CDS	624	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JJECMPOM_00409	CDS	2973				hypothetical protein
JJECMPOM_00410	CDS	945	RBKS_1	2.7.1.15		Ribokinase
JJECMPOM_00411	CDS	1692	rnj	3.1.-.-	COG0595	Ribonuclease J
JJECMPOM_00412	CDS	297	fixX		COG2440	Ferredoxin-like protein FixX
JJECMPOM_00413	CDS	1305	dadA	1.4.99.-		D-amino acid dehydrogenase
JJECMPOM_00414	CDS	873	fixB		COG2025	Protein FixB
JJECMPOM_00415	CDS	762	fixA		COG2086	Protein FixA
JJECMPOM_00416	CDS	564				hypothetical protein
JJECMPOM_00417	CDS	669	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
JJECMPOM_00418	CDS	1335	ygcS			Inner membrane metabolite transport protein YgcS
JJECMPOM_00419	CDS	876				hypothetical protein
JJECMPOM_00420	CDS	1575	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
JJECMPOM_00421	CDS	1221	caiB	2.8.3.21		L-carnitine CoA-transferase
JJECMPOM_00422	CDS	1134	caiA	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
JJECMPOM_00423	CDS	969	aes	3.1.1.-	COG0657	Acetyl esterase
JJECMPOM_00424	CDS	1329	yqcE			Inner membrane protein YqcE
JJECMPOM_00425	CDS	897	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JJECMPOM_00426	CDS	636				hypothetical protein
JJECMPOM_00427	CDS	744	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JJECMPOM_00428	CDS	1413		3.4.24.-	COG0612	putative zinc protease
JJECMPOM_00429	CDS	519				hypothetical protein
JJECMPOM_00430	CDS	501				hypothetical protein
JJECMPOM_00431	CDS	2367	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
JJECMPOM_00432	CDS	270	rpsO		COG0184	30S ribosomal protein S15
JJECMPOM_00433	CDS	450				hypothetical protein
JJECMPOM_00434	CDS	1194	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
JJECMPOM_00435	CDS	702				hypothetical protein
JJECMPOM_00436	CDS	1128				hypothetical protein
JJECMPOM_00437	CDS	699	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JJECMPOM_00438	CDS	1281				hypothetical protein
JJECMPOM_00439	CDS	654				hypothetical protein
JJECMPOM_00440	CDS	663				hypothetical protein
JJECMPOM_00441	CDS	654				hypothetical protein
JJECMPOM_00442	CDS	333				hypothetical protein
JJECMPOM_00443	CDS	453				hypothetical protein
JJECMPOM_00444	CDS	687				hypothetical protein
JJECMPOM_00445	CDS	753				hypothetical protein
JJECMPOM_00446	CDS	990	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
JJECMPOM_00447	CDS	1053	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
JJECMPOM_00448	CDS	717				hypothetical protein
JJECMPOM_00449	CDS	549	rbfA			Ribosome-binding factor A
JJECMPOM_00450	CDS	2895	infB			Translation initiation factor IF-2
JJECMPOM_00451	CDS	378				hypothetical protein
JJECMPOM_00452	CDS	1062	nusA		COG0195	Transcription termination/antitermination protein NusA
JJECMPOM_00453	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
JJECMPOM_00454	CDS	1131				hypothetical protein
JJECMPOM_00455	CDS	1044				hypothetical protein
JJECMPOM_00456	CDS	237	rpmB_2		COG0227	50S ribosomal protein L28
JJECMPOM_00457	CDS	171	rpmG2_1		COG0267	50S ribosomal protein L33 2
JJECMPOM_00458	CDS	306	rpsN		COG0199	30S ribosomal protein S14
JJECMPOM_00459	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
JJECMPOM_00460	CDS	123	rpmJ_1		COG0257	50S ribosomal protein L36
JJECMPOM_00461	CDS	4038				hypothetical protein
JJECMPOM_00462	tRNA	75				tRNA-Asn(gtt)
JJECMPOM_00463	CDS	489				hypothetical protein
JJECMPOM_00464	tRNA	76				tRNA-Met(cat)
JJECMPOM_00465	CDS	2001	dnaG	2.7.7.-	COG0358	DNA primase
JJECMPOM_00466	CDS	1329	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
JJECMPOM_00467	CDS	1248				hypothetical protein
JJECMPOM_00468	CDS	435				hypothetical protein
JJECMPOM_00469	CDS	660	arlR		COG0745	Response regulator ArlR
JJECMPOM_00470	CDS	1485	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JJECMPOM_00471	CDS	1344	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JJECMPOM_00472	CDS	1119				hypothetical protein
JJECMPOM_00473	CDS	1266				hypothetical protein
JJECMPOM_00474	CDS	1806		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JJECMPOM_00475	CDS	1167	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJECMPOM_00476	CDS	1245	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
JJECMPOM_00477	CDS	1236	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JJECMPOM_00478	CDS	792	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
JJECMPOM_00479	CDS	1212	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
JJECMPOM_00480	CDS	1392	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
JJECMPOM_00481	CDS	882	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
JJECMPOM_00482	CDS	1596	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
JJECMPOM_00483	CDS	1239	cycB		COG2182	Cyclodextrin-binding protein
JJECMPOM_00484	CDS	1014	degA		COG1609	HTH-type transcriptional regulator DegA
JJECMPOM_00485	CDS	1077	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
JJECMPOM_00486	CDS	861	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJECMPOM_00487	CDS	924	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
JJECMPOM_00488	CDS	417	zur		COG0735	Zinc uptake regulation protein
JJECMPOM_00489	CDS	558				hypothetical protein
JJECMPOM_00490	CDS	810		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
JJECMPOM_00491	CDS	780	recO		COG1381	DNA repair protein RecO
JJECMPOM_00492	CDS	1761	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
JJECMPOM_00493	CDS	2673	smc_3			Chromosome partition protein Smc
JJECMPOM_00494	CDS	762				hypothetical protein
JJECMPOM_00495	CDS	1083				hypothetical protein
JJECMPOM_00496	CDS	309				hypothetical protein
JJECMPOM_00497	CDS	939				IS110 family transposase ISAar17
JJECMPOM_00498	CDS	201				hypothetical protein
JJECMPOM_00499	CDS	261				hypothetical protein
JJECMPOM_00500	CDS	654				hypothetical protein
JJECMPOM_00501	CDS	279				hypothetical protein
JJECMPOM_00502	CDS	846				hypothetical protein
JJECMPOM_00503	CDS	1020			COG0701	Putative two-component membrane permease complex subunit SMU_747c
JJECMPOM_00504	CDS	1215	era_3			GTPase Era
JJECMPOM_00505	CDS	1374				hypothetical protein
JJECMPOM_00506	CDS	450	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JJECMPOM_00507	CDS	1095			COG1702	PhoH-like protein
JJECMPOM_00508	CDS	1374				hypothetical protein
JJECMPOM_00509	CDS	444				hypothetical protein
JJECMPOM_00510	CDS	744				hypothetical protein
JJECMPOM_00511	CDS	744				hypothetical protein
JJECMPOM_00512	CDS	510				hypothetical protein
JJECMPOM_00513	CDS	129				hypothetical protein
JJECMPOM_00514	CDS	183				hypothetical protein
JJECMPOM_00515	CDS	1686	cdr	1.8.1.14		Coenzyme A disulfide reductase
JJECMPOM_00516	CDS	282				hypothetical protein
JJECMPOM_00517	CDS	1608	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
JJECMPOM_00518	CDS	1017	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
JJECMPOM_00519	CDS	1320				hypothetical protein
JJECMPOM_00520	CDS	2451	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
JJECMPOM_00521	CDS	1362	pdhD_2	1.8.1.4		Dihydrolipoyl dehydrogenase
JJECMPOM_00522	CDS	1356	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
JJECMPOM_00523	CDS	753	srlR		COG1349	Glucitol operon repressor
JJECMPOM_00524	CDS	432	fucU	5.1.3.29	COG4154	L-fucose mutarotase
JJECMPOM_00525	CDS	996	lacI_1		COG1609	Lactose operon repressor
JJECMPOM_00526	CDS	1401	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
JJECMPOM_00527	CDS	1764	fucI	5.3.1.25	COG2407	L-fucose isomerase
JJECMPOM_00528	CDS	1008				hypothetical protein
JJECMPOM_00529	CDS	1002	rbsC_1		COG1172	Ribose import permease protein RbsC
JJECMPOM_00530	CDS	1518	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JJECMPOM_00531	CDS	1446				hypothetical protein
JJECMPOM_00532	CDS	1449				hypothetical protein
JJECMPOM_00533	CDS	1338	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
JJECMPOM_00534	CDS	912	menA_1	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
JJECMPOM_00535	CDS	558				hypothetical protein
JJECMPOM_00536	CDS	669			COG0406	putative protein
JJECMPOM_00537	CDS	1401				hypothetical protein
JJECMPOM_00538	CDS	99				hypothetical protein
JJECMPOM_00539	CDS	219				hypothetical protein
JJECMPOM_00540	CDS	1536	ktrB		COG0168	Ktr system potassium uptake protein B
JJECMPOM_00541	CDS	669	ktrA		COG0569	Ktr system potassium uptake protein A
JJECMPOM_00542	CDS	1380	radA	3.6.4.-	COG1066	DNA repair protein RadA
JJECMPOM_00543	CDS	1071	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
JJECMPOM_00544	CDS	792				hypothetical protein
JJECMPOM_00545	CDS	510				hypothetical protein
JJECMPOM_00546	CDS	2634				hypothetical protein
JJECMPOM_00547	CDS	954	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
JJECMPOM_00548	CDS	567	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JJECMPOM_00549	CDS	2055	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JJECMPOM_00550	CDS	540	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
JJECMPOM_00551	CDS	1245	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
JJECMPOM_00552	CDS	855				hypothetical protein
JJECMPOM_00553	CDS	1383				hypothetical protein
JJECMPOM_00554	CDS	495	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
JJECMPOM_00555	CDS	1389				hypothetical protein
JJECMPOM_00556	CDS	1125				hypothetical protein
JJECMPOM_00557	CDS	1638				hypothetical protein
JJECMPOM_00558	CDS	1560				hypothetical protein
JJECMPOM_00559	CDS	3393				hypothetical protein
JJECMPOM_00560	tRNA	76				tRNA-Ala(cgc)
JJECMPOM_00561	CDS	879				hypothetical protein
JJECMPOM_00562	CDS	720				hypothetical protein
JJECMPOM_00563	CDS	1227	moaE2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
JJECMPOM_00564	CDS	237				hypothetical protein
JJECMPOM_00565	CDS	642		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
JJECMPOM_00566	CDS	405	mscL		COG1970	Large-conductance mechanosensitive channel
JJECMPOM_00567	CDS	240				hypothetical protein
JJECMPOM_00568	CDS	4290				hypothetical protein
JJECMPOM_00569	CDS	1842				hypothetical protein
JJECMPOM_00570	CDS	504				hypothetical protein
JJECMPOM_00571	CDS	300				hypothetical protein
JJECMPOM_00572	CDS	216				hypothetical protein
JJECMPOM_00573	CDS	4827				hypothetical protein
JJECMPOM_00574	CDS	945				hypothetical protein
JJECMPOM_00575	CDS	1716				Fimbrial subunit type 1
JJECMPOM_00576	CDS	5010				hypothetical protein
JJECMPOM_00577	CDS	1206	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JJECMPOM_00578	CDS	1551	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JJECMPOM_00579	CDS	318				hypothetical protein
JJECMPOM_00580	CDS	447				hypothetical protein
JJECMPOM_00581	CDS	555				hypothetical protein
JJECMPOM_00582	CDS	1878	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JJECMPOM_00583	CDS	576				hypothetical protein
JJECMPOM_00584	CDS	3033	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JJECMPOM_00585	CDS	2646	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JJECMPOM_00586	CDS	1521				hypothetical protein
JJECMPOM_00587	CDS	588	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
JJECMPOM_00588	CDS	966	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
JJECMPOM_00589	CDS	1104	haeIIIM	2.1.1.37		Modification methylase HaeIII
JJECMPOM_00590	CDS	288				hypothetical protein
JJECMPOM_00591	CDS	1620				hypothetical protein
JJECMPOM_00592	CDS	1416	entS_2			Enterobactin exporter EntS
JJECMPOM_00593	CDS	1392				hypothetical protein
JJECMPOM_00594	CDS	705	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
JJECMPOM_00595	CDS	1101				hypothetical protein
JJECMPOM_00596	CDS	1428		3.1.-.-	COG1236	Ribonuclease
JJECMPOM_00597	CDS	1842				hypothetical protein
JJECMPOM_00598	CDS	1398	gntT		COG2610	High-affinity gluconate transporter
JJECMPOM_00599	CDS	543		2.7.1.12	COG3265	Gluconokinase
JJECMPOM_00600	CDS	714	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
JJECMPOM_00601	CDS	684				hypothetical protein
JJECMPOM_00602	CDS	381	cmtR		COG0640	HTH-type transcriptional regulator CmtR
JJECMPOM_00603	CDS	702				hypothetical protein
JJECMPOM_00604	CDS	1362				hypothetical protein
JJECMPOM_00605	tRNA	72				tRNA-Gly(ccc)
JJECMPOM_00606	CDS	525	nudI	3.6.1.12		Nucleoside triphosphatase NudI
JJECMPOM_00607	CDS	696				hypothetical protein
JJECMPOM_00608	CDS	360	trxC		COG0526	Putative thioredoxin 2
JJECMPOM_00609	CDS	1101	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
JJECMPOM_00610	CDS	1317	ask	2.7.2.4	COG0527	Aspartokinase
JJECMPOM_00611	CDS	1710	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JJECMPOM_00612	CDS	597	recR		COG0353	Recombination protein RecR
JJECMPOM_00613	CDS	2982	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
JJECMPOM_00614	CDS	441	slyA			Transcriptional regulator SlyA
JJECMPOM_00615	CDS	1104	hemH	4.99.1.1	COG0276	Ferrochelatase
JJECMPOM_00616	CDS	1023				hypothetical protein
JJECMPOM_00617	CDS	1044				hypothetical protein
JJECMPOM_00618	CDS	1344				hypothetical protein
JJECMPOM_00619	CDS	747				hypothetical protein
JJECMPOM_00620	CDS	801				hypothetical protein
JJECMPOM_00621	CDS	720	bcrA_1			Bacitracin transport ATP-binding protein BcrA
JJECMPOM_00622	CDS	1197				hypothetical protein
JJECMPOM_00623	CDS	687	degU		COG2197	Transcriptional regulatory protein DegU
JJECMPOM_00624	CDS	495				hypothetical protein
JJECMPOM_00625	tRNA	74				tRNA-Thr(cgt)
JJECMPOM_00626	CDS	1659	caeB	3.1.1.-		Carboxylesterase B
JJECMPOM_00627	CDS	1197				hypothetical protein
JJECMPOM_00628	CDS	705	tmk	2.7.4.9	COG0125	Thymidylate kinase
JJECMPOM_00629	CDS	2787	topA	5.6.2.1	COG0550	DNA topoisomerase 1
JJECMPOM_00630	CDS	1683	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
JJECMPOM_00631	CDS	1059	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
JJECMPOM_00632	CDS	477				hypothetical protein
JJECMPOM_00633	CDS	1413				hypothetical protein
JJECMPOM_00634	CDS	504			COG0589	Universal stress protein
JJECMPOM_00635	CDS	1872	ams	2.4.1.4	COG0366	Amylosucrase
JJECMPOM_00636	CDS	2187				hypothetical protein
JJECMPOM_00637	CDS	726	bceA		COG1136	Bacitracin export ATP-binding protein BceA
JJECMPOM_00638	CDS	2721				hypothetical protein
JJECMPOM_00639	CDS	1575				hypothetical protein
JJECMPOM_00640	CDS	696	slmA			Nucleoid occlusion factor SlmA
JJECMPOM_00641	CDS	1014				hypothetical protein
JJECMPOM_00642	CDS	2139				hypothetical protein
JJECMPOM_00643	CDS	1056	mcrC		COG4268	Protein McrC
JJECMPOM_00644	CDS	1296				hypothetical protein
JJECMPOM_00645	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
JJECMPOM_00646	CDS	414				hypothetical protein
JJECMPOM_00647	CDS	972	yedI		COG2354	Inner membrane protein YedI
JJECMPOM_00648	CDS	375				hypothetical protein
JJECMPOM_00649	CDS	624	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
JJECMPOM_00650	CDS	1299	thrB_1	2.7.1.39		Homoserine kinase
JJECMPOM_00651	CDS	906	thiY		COG0715	Formylaminopyrimidine-binding protein
JJECMPOM_00652	CDS	2316				hypothetical protein
JJECMPOM_00653	CDS	120				hypothetical protein
JJECMPOM_00654	tRNA	90				tRNA-Ser(cga)
JJECMPOM_00655	CDS	951	czcD			Metal cation efflux system protein CzcD
JJECMPOM_00656	tRNA	74				tRNA-Arg(cct)
JJECMPOM_00657	CDS	936			COG0589	Universal stress protein/MSMEI_3859
JJECMPOM_00658	CDS	762				hypothetical protein
JJECMPOM_00659	CDS	675	ideR_1		COG1321	Iron-dependent repressor IdeR
JJECMPOM_00660	CDS	1185	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
JJECMPOM_00661	CDS	1254	entS_3			Enterobactin exporter EntS
JJECMPOM_00662	CDS	1230	entS_4			Enterobactin exporter EntS
JJECMPOM_00663	CDS	138				hypothetical protein
JJECMPOM_00664	CDS	222				hypothetical protein
JJECMPOM_00665	CDS	483				hypothetical protein
JJECMPOM_00666	CDS	1452	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
JJECMPOM_00667	CDS	771				putative protein
JJECMPOM_00668	CDS	378				hypothetical protein
JJECMPOM_00669	CDS	1503				hypothetical protein
JJECMPOM_00670	CDS	717	pspA		COG1842	Phage shock protein A
JJECMPOM_00671	CDS	558				hypothetical protein
JJECMPOM_00672	CDS	1521	glpK	2.7.1.30	COG0554	Glycerol kinase
JJECMPOM_00673	CDS	786	glpF		COG0580	putative glycerol uptake facilitator protein
JJECMPOM_00674	CDS	1008	deoR		COG2390	Deoxyribonucleoside regulator
JJECMPOM_00675	CDS	264	ptsH			Phosphocarrier protein HPr
JJECMPOM_00676	CDS	489	crr_1			PTS system glucose-specific EIIA component
JJECMPOM_00677	CDS	1596	nagP			PTS system N-acetylglucosamine-specific EIICB component
JJECMPOM_00678	CDS	924				hypothetical protein
JJECMPOM_00679	CDS	2268				hypothetical protein
JJECMPOM_00680	CDS	621	udk	2.7.1.48		Uridine kinase
JJECMPOM_00681	CDS	312			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
JJECMPOM_00682	CDS	384				hypothetical protein
JJECMPOM_00683	CDS	1554				IS1634 family transposase ISBli9
JJECMPOM_00684	CDS	273				hypothetical protein
JJECMPOM_00685	CDS	1011	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
JJECMPOM_00686	CDS	666				hypothetical protein
JJECMPOM_00687	CDS	2055	rcsC	2.7.13.3		Sensor histidine kinase RcsC
JJECMPOM_00688	CDS	1179				hypothetical protein
JJECMPOM_00689	CDS	1614	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
JJECMPOM_00690	CDS	945				hypothetical protein
JJECMPOM_00691	CDS	465	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
JJECMPOM_00692	CDS	1011	panC	6.3.2.1	COG0414	Pantothenate synthetase
JJECMPOM_00693	CDS	990				hypothetical protein
JJECMPOM_00694	CDS	1815				hypothetical protein
JJECMPOM_00695	CDS	483				hypothetical protein
JJECMPOM_00696	CDS	714	tcrX_1		COG0745	putative transcriptional regulatory protein TcrX
JJECMPOM_00697	CDS	1521	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
JJECMPOM_00698	CDS	996				hypothetical protein
JJECMPOM_00699	CDS	294	esxB			ESAT-6-like protein EsxB
JJECMPOM_00700	CDS	1620	groL1		COG0459	60 kDa chaperonin 1
JJECMPOM_00701	CDS	618				hypothetical protein
JJECMPOM_00702	CDS	687	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
JJECMPOM_00703	CDS	426	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JJECMPOM_00704	CDS	1182	gcvT	2.1.2.10		Aminomethyltransferase
JJECMPOM_00705	CDS	621				hypothetical protein
JJECMPOM_00706	CDS	993				hypothetical protein
JJECMPOM_00707	CDS	2235	betT		COG1292	High-affinity choline transport protein
JJECMPOM_00708	CDS	1311				hypothetical protein
JJECMPOM_00709	CDS	126				hypothetical protein
JJECMPOM_00710	CDS	588				hypothetical protein
JJECMPOM_00711	CDS	960				hypothetical protein
JJECMPOM_00712	CDS	1287	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
JJECMPOM_00713	CDS	309				hypothetical protein
JJECMPOM_00714	CDS	975				hypothetical protein
JJECMPOM_00715	CDS	969				hypothetical protein
JJECMPOM_00716	CDS	981		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
JJECMPOM_00717	CDS	1473	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
JJECMPOM_00718	CDS	939				hypothetical protein
JJECMPOM_00719	CDS	525				hypothetical protein
JJECMPOM_00720	CDS	492				hypothetical protein
JJECMPOM_00721	CDS	2421	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
JJECMPOM_00722	CDS	408				hypothetical protein
JJECMPOM_00723	CDS	336				hypothetical protein
JJECMPOM_00724	CDS	177				hypothetical protein
JJECMPOM_00725	CDS	1167				hypothetical protein
JJECMPOM_00726	CDS	1413				hypothetical protein
JJECMPOM_00727	CDS	831		3.1.3.-	COG0560	putative phosphatase
JJECMPOM_00728	CDS	858				hypothetical protein
JJECMPOM_00729	CDS	858				hypothetical protein
JJECMPOM_00730	CDS	2163				hypothetical protein
JJECMPOM_00731	CDS	633	nth_1	4.2.99.18	COG0177	Endonuclease III
JJECMPOM_00732	CDS	684	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
JJECMPOM_00733	CDS	159				hypothetical protein
JJECMPOM_00734	CDS	351	whiB_1			Transcriptional regulator WhiB
JJECMPOM_00735	CDS	2082	pbpG		COG0744	Penicillin-binding protein 2D
JJECMPOM_00736	CDS	954				hypothetical protein
JJECMPOM_00737	tRNA	75				tRNA-Pro(cgg)
JJECMPOM_00738	CDS	744				hypothetical protein
JJECMPOM_00739	CDS	1104	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
JJECMPOM_00740	CDS	387				hypothetical protein
JJECMPOM_00741	CDS	1848				hypothetical protein
